obsplantdate,nbjas,lai,leavesnumber,plantheight,drymatabovegroundpop,grainyieldpop,drymatabovegroundpopfin
2456847.000000,28.000000,1.510000,9.500000,17.630000,240.350000,nan,nan
2456860.000000,41.000000,1.050000,15.500000,43.080000,1260.690000,nan,nan
2456874.000000,55.000000,2.270000,19.500000,117.130000,917.560000,nan,nan
2456888.000000,69.000000,4.120000,23.500000,156.930000,4372.740000,nan,nan
2456902.000000,83.000000,2.580000,29.750000,247.680000,10487.400000,nan,nan
2456916.000000,97.000000,3.240000,29.000000,335.250000,10089.310000,nan,nan
2456920.000000,101.000000,2.970000,nan,nan,35280.060000,nan,nan
2456958.000000,139.000000,nan,nan,nan,nan,1161.000000,22897.000000
