obsplantdate,nbjas,lai,leavesnumber,plantheight,drymatabovegroundpop,grainyieldpop,drymatabovegroundpopfin
2456847.000000,28.000000,0.830000,9.750000,17.300000,205.120000,nan,nan
2456860.000000,41.000000,1.370000,15.250000,45.430000,2174.650000,nan,nan
2456874.000000,55.000000,3.230000,19.750000,122.880000,1052.500000,nan,nan
2456888.000000,69.000000,4.310000,25.000000,192.250000,7151.440000,nan,nan
2456902.000000,83.000000,2.740000,29.250000,270.100000,11112.680000,nan,nan
2456916.000000,97.000000,2.860000,29.250000,361.000000,10201.780000,nan,nan
2456920.000000,101.000000,3.260000,nan,nan,31552.910000,nan,nan
2456958.000000,139.000000,nan,nan,nan,nan,2813.000000,23066.000000
