"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456888,32,NA,NA,NA,NA,NA,NA
2456890,34,NA,NA,NA,242.55,NA,NA
2456890,34,NA,12.5,29.675,NA,NA,NA
2456895,39,NA,NA,NA,NA,NA,NA
2456896,40,NA,15.25,44.375,NA,NA,NA
2456897,41,NA,NA,NA,1194.225,NA,NA
2456902,46,NA,16.975,62,NA,NA,NA
2456903,47,NA,NA,NA,NA,NA,NA
2456904,48,NA,NA,NA,2202.025,NA,NA
2456909,53,NA,19.075,96.25,NA,NA,NA
2456910,54,NA,NA,NA,NA,NA,NA
2456911,55,NA,NA,NA,3688.975,NA,NA
2456916,60,NA,21.4,139.325,NA,NA,NA
2456916,60,NA,NA,NA,NA,NA,NA
2456917,61,NA,NA,NA,5188.8,NA,NA
2456923,67,NA,22.675,180.45,NA,NA,NA
2456923,67,NA,NA,NA,NA,NA,NA
2456924,68,NA,NA,NA,8257.975,NA,NA
2456930,74,NA,NA,NA,10252.5,NA,NA
2456930,74,NA,25.075,228.2,NA,NA,NA
2456930,74,NA,NA,NA,NA,NA,NA
2456940,84,NA,NA,NA,12530.2,NA,NA
2456940,84,NA,27.6,299.575,NA,NA,NA
2456940,84,NA,NA,NA,NA,NA,NA
2456947,91,NA,NA,NA,NA,NA,NA
2456948,92,NA,NA,NA,17549.825,NA,NA
2456956,100,NA,NA,NA,NA,NA,NA
2456958,102,NA,NA,NA,25729.3666666667,NA,NA
2456958,102,NA,31.5,393.25,NA,NA,NA
2456958,102,NA,NA,NA,NA,NA,NA
2456966,110,NA,NA,NA,NA,NA,NA
2456968,112,NA,NA,NA,29133.075,NA,NA
2456968,112,NA,31.85,376.9,NA,NA,NA
2456987,131,NA,NA,NA,18135.75,NA,NA
2456987,131,NA,NA,NA,NA,NA,NA
2456987,131,NA,NA,NA,NA,1297,19574
