"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456906,30,NA,NA,NA,160.7,NA,NA
2456906,30,NA,7,14.65,NA,NA,NA
2456906,30,NA,NA,NA,NA,NA,NA
2456912,36,NA,9,22.125,NA,NA,NA
2456912,36,NA,NA,NA,NA,NA,NA
2456913,37,NA,NA,NA,295.066666666667,NA,NA
2456919,43,NA,11.75,48.15,NA,NA,NA
2456919,43,NA,NA,NA,NA,NA,NA
2456920,44,NA,NA,NA,868.35,NA,NA
2456925,49,NA,13.6,88.3,NA,NA,NA
2456925,49,NA,NA,NA,NA,NA,NA
2456926,50,NA,NA,NA,1456.025,NA,NA
2456931,55,NA,NA,NA,2916.6,NA,NA
2456931,55,NA,14.1,164.2,NA,NA,NA
2456931,55,NA,NA,NA,NA,NA,NA
2456932,56,NA,NA,NA,NA,NA,NA
2456941,65,NA,NA,NA,4827.525,NA,NA
2456941,65,NA,14.275,181.95,NA,NA,NA
2456941,65,NA,NA,NA,NA,NA,NA
2456942,66,NA,NA,NA,NA,NA,NA
2456948,72,NA,NA,NA,NA,NA,NA
2456960,84,NA,NA,NA,6895.625,NA,NA
2456960,84,NA,NA,NA,NA,NA,NA
2456960,84,NA,NA,NA,NA,NA,NA
2456960,84,NA,NA,NA,NA,1633.75,6635.75
