"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456895,31,0.145,7.125,11.73,116.81,NA,NA
2456909,45,0.735,10.8125,36.5025,509.7925,NA,NA
2456923,59,1.0375,14.125,74.6325,1450.2775,NA,NA
2456937,73,1.69,18.25,182.5325,5852.655,NA,NA
2456951,87,2.42,NA,NA,8789.675,NA,NA
2456964,100,1.155,NA,NA,NA,NA,NA
2456992.25,128.25,NA,NA,NA,NA,1510.75,16147.5
