"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456906,30,NA,NA,NA,114.633333333333,NA,NA
2456906,30,NA,7.6,13.075,NA,NA,NA
2456906,30,NA,NA,NA,NA,NA,NA
2456912,36,NA,9.25,16.425,NA,NA,NA
2456912,36,NA,NA,NA,NA,NA,NA
2456913,37,NA,NA,NA,580.85,NA,NA
2456919,43,NA,12,27.175,NA,NA,NA
2456919,43,NA,NA,NA,NA,NA,NA
2456920,44,NA,NA,NA,649.666666666667,NA,NA
2456925,49,NA,13.85,45,NA,NA,NA
2456925,49,NA,NA,NA,NA,NA,NA
2456926,50,NA,NA,NA,1155.73333333333,NA,NA
2456931,55,NA,NA,NA,2523.05,NA,NA
2456931,55,NA,16.075,78.075,NA,NA,NA
2456931,55,NA,NA,NA,NA,NA,NA
2456941,65,NA,NA,NA,4435.025,NA,NA
2456941,65,NA,19.5,150.2,NA,NA,NA
2456941,65,NA,NA,NA,NA,NA,NA
2456948,72,NA,23.1,209.675,NA,NA,NA
2456948,72,NA,NA,NA,NA,NA,NA
2456948.5,72.5,NA,NA,NA,6818.3,NA,NA
2456953,77,NA,NA,NA,6092.8,NA,NA
2456958,82,NA,25,277.15,NA,NA,NA
2456960,84,NA,NA,NA,9982.975,NA,NA
2456960,84,NA,25,277.15,NA,NA,NA
2456960,84,NA,NA,NA,NA,NA,NA
2456967,91,NA,NA,NA,NA,NA,NA
2456968,92,NA,NA,NA,11368.4,NA,NA
2456968,92,NA,24.25,281.65,NA,NA,NA
2456987,111,NA,NA,NA,15537.825,NA,NA
2456987,111,NA,NA,NA,NA,NA,NA
2456987,111,NA,NA,NA,NA,1007.75,10153.25
