"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457616,21,NA,9.475,12.875,NA,NA,NA
2457619,24,NA,NA,NA,73.44,NA,NA
2457619,24,0.475,NA,NA,NA,NA,NA
2457633,38,NA,16.4,53.975,NA,NA,NA
2457640,45,NA,NA,NA,2290.95,NA,NA
2457640,45,2.625,NA,NA,NA,NA,NA
2457658,65,NA,24.725,209.625,NA,NA,NA
2457670,75,NA,25.125,335.175,NA,NA,NA
2457673,78,NA,NA,NA,15829.265,NA,NA
2457673,78,2.925,NA,NA,NA,NA,NA
2457683,88,NA,NA,NA,19429.1425,NA,NA
2457683,88,2.65,NA,NA,NA,NA,NA
2457698,103,NA,NA,NA,NA,1856.5,12414.25
