"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457239,19,NA,NA,NA,6.25,NA,NA
2457239,19,NA,NA,NA,NA,NA,NA
2457239,19,0.25,NA,NA,NA,NA,NA
2457248,28,NA,NA,NA,NA,NA,NA
2457249,29,NA,NA,NA,199.075,NA,NA
2457249,29,0.4,NA,NA,NA,NA,NA
2457260,40,NA,NA,NA,NA,NA,NA
2457261,41,NA,NA,NA,455.2,NA,NA
2457261,41,0.7,NA,NA,NA,NA,NA
2457272,52,NA,NA,NA,1216.675,NA,NA
2457272,52,NA,NA,NA,NA,NA,NA
2457272,52,1.175,NA,NA,NA,NA,NA
2457283,63,NA,NA,NA,NA,NA,NA
2457284,64,NA,NA,NA,1585.95,NA,NA
2457284,64,1.85,NA,NA,NA,NA,NA
2457296,76,NA,NA,NA,NA,NA,NA
2457297,77,NA,NA,NA,2479.16666666667,NA,NA
2457297,77,2.05,NA,NA,NA,NA,NA
2457310,90,NA,NA,NA,NA,NA,NA
2457311,91,NA,NA,NA,5409.5,NA,NA
2457311,91,1.675,NA,NA,NA,NA,NA
2457329.25,109.25,NA,NA,NA,8776.2,NA,NA
2457330,110,1.8,NA,NA,11273.4333333333,NA,NA
2457331,111,2.06666666666667,NA,NA,NA,NA,NA
2457339.25,119.25,NA,NA,NA,13241.7,NA,NA
2457340,120,1.2,NA,NA,14638.7666666667,NA,NA
2457341,121,1.16666666666667,NA,NA,NA,NA,NA
2457358,138,NA,NA,NA,12817.275,NA,NA
2457358.75,138.75,1.225,NA,NA,NA,NA,NA
2457358.75,138.75,NA,NA,NA,NA,1430.8,8856.15
