"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456888,32,NA,NA,NA,NA,NA,NA
2456890,34,NA,NA,NA,84.4,NA,NA
2456890,34,NA,11.975,19,NA,NA,NA
2456895,39,NA,NA,NA,NA,NA,NA
2456896,40,NA,14.325,33.225,NA,NA,NA
2456897,41,NA,NA,NA,664.2,NA,NA
2456902,46,NA,16.325,46.175,NA,NA,NA
2456903,47,NA,NA,NA,NA,NA,NA
2456904,48,NA,NA,NA,1613.33333333333,NA,NA
2456909,53,NA,18.75,67.2,NA,NA,NA
2456910,54,NA,NA,NA,NA,NA,NA
2456911,55,NA,NA,NA,2605.825,NA,NA
2456916,60,NA,20.175,91.65,NA,NA,NA
2456916,60,NA,NA,NA,NA,NA,NA
2456917,61,NA,NA,NA,3599.025,NA,NA
2456923,67,NA,NA,NA,NA,NA,NA
2456923,67,NA,NA,NA,NA,NA,NA
2456924,68,NA,NA,NA,5657.425,NA,NA
2456930,74,NA,NA,NA,NA,NA,NA
2456933,77,NA,NA,NA,NA,NA,NA
2456934,78,NA,NA,NA,7180.4,NA,NA
2456934,78,NA,20.675,137.175,NA,NA,NA
2456940,84,NA,NA,NA,NA,NA,NA
2456947,91,NA,NA,NA,NA,NA,NA
2456954,98,NA,20.5,135.625,NA,NA,NA
2456955,99,NA,NA,NA,11666.8,NA,NA
2456955,99,NA,NA,NA,NA,NA,NA
2456958,102,NA,NA,NA,NA,NA,NA
2456955,99,NA,NA,NA,NA,1810.5,7191.5
