"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457266,27,0.089652,6.75,14.5,NA,NA,NA
2457280,41,0.165323,10.75,23.6875,NA,NA,NA
2457294,55,0.738016,15.3125,54.4375,NA,NA,NA
2457308,69,1.6283895,17.5,110.125,NA,NA,NA
2457321,82,1.50124975,NA,NA,NA,NA,NA
2457348,109,NA,NA,NA,NA,655,4525
