"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457247,33,0.4533575,8.5625,17.535,253.595,NA,NA
2457261,47,0.95160075,13.375,72.7825,1389.775,NA,NA
2457275,61,1.2224095,17.1875,151.3775,2468.1075,NA,NA
2457287,73,1.2678925,18.625,248.875,5946.54,NA,NA
2457301,87,0.95160075,NA,NA,9179.7175,NA,NA
2457315,101,NA,NA,NA,NA,NA,NA
2457330,116,NA,NA,NA,NA,NA,NA
2457334,120,NA,NA,NA,NA,1287.25,8072.5
