"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456888,32,NA,NA,NA,NA,NA,NA
2456890,34,NA,NA,NA,NA,NA,NA
2456890,34,NA,12.35,36.725,NA,NA,NA
2456895,39,NA,NA,NA,NA,NA,NA
2456896,40,NA,14.1,52.625,NA,NA,NA
2456897,41,NA,NA,NA,1203.975,NA,NA
2456902,46,NA,16.075,67.15,NA,NA,NA
2456903,47,NA,NA,NA,NA,NA,NA
2456904,48,NA,NA,NA,3586.15,NA,NA
2456909,53,NA,18.275,85.375,NA,NA,NA
2456910,54,NA,NA,NA,NA,NA,NA
2456911,55,NA,NA,NA,4118.35,NA,NA
2456916,60,NA,22.1,128.575,NA,NA,NA
2456916,60,NA,NA,NA,NA,NA,NA
2456917,61,NA,NA,NA,4963.175,NA,NA
2456923,67,NA,23.325,165.825,NA,NA,NA
2456923,67,NA,NA,NA,NA,NA,NA
2456924,68,NA,NA,NA,6181.475,NA,NA
2456930,74,NA,NA,NA,8393.375,NA,NA
2456930,74,NA,23.875,198.1,NA,NA,NA
2456930,74,NA,NA,NA,NA,NA,NA
2456937,81,NA,NA,NA,NA,NA,NA
2456940,84,NA,NA,NA,10075.025,NA,NA
2456940,86.5,NA,23,180.8,10312.4,NA,NA
2456940,84,NA,24,250,NA,NA,NA
2456945.25,89.25,NA,NA,NA,NA,NA,NA
2456947,91,NA,NA,NA,NA,NA,NA
2456949.25,93.25,NA,NA,NA,7055.86666666667,NA,NA
2456950,94,NA,23.425,199.333333333333,NA,NA,NA
2456958,102,NA,NA,NA,NA,NA,NA
2456962,106,NA,NA,NA,20243.2,NA,NA
2456962,106,NA,NA,NA,NA,NA,NA
2456962,106,NA,NA,NA,NA,2625.75,11991.25
