"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456896,35,1.56,8.25,35.625,362.2125,NA,NA
2456911,50,2.42,13.25,91,2069.5925,NA,NA
2456926,65,2.775,17.5,145.5625,3763.6,NA,NA
2456941,80,2.7525,18.875,250.625,7949.6025,NA,NA
2456956,95,3.38,18.9375,270.0625,9952.74,NA,NA
2456967,106,NA,NA,NA,NA,3117,11856
