"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456863,27,0.175,8.3125,9.91,111.8525,NA,NA
2456877,41,1.1875,13.375,31.81,679.96,NA,NA
2456891,55,2.8175,17.6875,124.795,1213.7025,NA,NA
2456905,69,2.225,20.9375,235.47,9579.0325,NA,NA
2456919,83,2.38,21.625,342.875,10590.37,NA,NA
2456934,98,1.66666666666667,NA,NA,11099.15,NA,NA
2456946,110,NA,NA,NA,NA,NA,NA
2456945,109,NA,NA,NA,NA,420.25,16577.5
