"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456510,25,0.99,8.3125,68.75,413.335,NA,NA
2456520,35,1.3025,10.5,99.125,1420,NA,NA
2456530,45,1.8,13.6875,135.75,3006.6675,NA,NA
2456545,62,2.5425,17.375,167.5,6926.6675,NA,NA
2456559,76,2.9425,18.0625,184.375,14606.6675,NA,NA
2456580,95,NA,NA,NA,NA,2915.25,11309.25
