"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456906,30,NA,NA,NA,242.975,NA,NA
2456906,30,NA,8.825,15.625,NA,NA,NA
2456906,30,NA,NA,NA,NA,NA,NA
2456912,36,NA,10.775,22.3,NA,NA,NA
2456912,36,NA,NA,NA,NA,NA,NA
2456913,37,NA,NA,NA,503.366666666667,NA,NA
2456919,43,NA,13,36.325,NA,NA,NA
2456919,43,NA,NA,NA,NA,NA,NA
2456920,44,NA,NA,NA,864.65,NA,NA
2456925,49,NA,15.75,56.025,NA,NA,NA
2456925,49,NA,NA,NA,NA,NA,NA
2456926,50,NA,NA,NA,2103.9,NA,NA
2456931,55,NA,NA,NA,2717.05,NA,NA
2456931,55,NA,18.075,87.575,NA,NA,NA
2456931,55,NA,NA,NA,NA,NA,NA
2456941,65,NA,NA,NA,4806.45,NA,NA
2456941,65,NA,21.05,151.975,NA,NA,NA
2456941,65,NA,NA,NA,NA,NA,NA
2456947,71,NA,NA,NA,NA,NA,NA
2456948,72,NA,NA,NA,NA,NA,NA
2456949,73,NA,NA,NA,7670.13333333333,NA,NA
2456949,73,NA,20.3,158.475,NA,NA,NA
2456957,81,NA,NA,NA,NA,NA,NA
2456960,84,NA,NA,NA,11822.875,NA,NA
2456960,84,NA,19.5666666666667,156.166666666667,NA,NA,NA
2456960,84,NA,NA,NA,NA,NA,NA
2456972,96,NA,NA,NA,8566.625,NA,NA
2456972,96,NA,NA,NA,NA,NA,NA
2456972,96,NA,NA,NA,NA,2206,9223.5
