"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457238,19,NA,6.075,4.75,NA,NA,NA
2457239,19,NA,NA,NA,4.2,NA,NA
2457239,19,NA,NA,NA,NA,NA,NA
2457239,19,0.225,NA,NA,NA,NA,NA
2457248.25,28.25,NA,NA,NA,118.8,NA,NA
2457249,29,0.4,NA,NA,325.8,NA,NA
2457250,30,0.366666666666667,12.7,17.5,NA,NA,NA
2457254.75,34.75,NA,13.5666666666667,27.5666666666667,NA,NA,NA
2457260.25,40.25,NA,NA,NA,772.3,NA,NA
2457261,41,0.5,NA,NA,965.566666666667,NA,NA
2457263.25,43.25,0.933333333333333,14.7,45.7,NA,NA,NA
2457270.5,50.5,NA,17.5666666666667,53.0333333333333,2535.4,NA,NA
2457272,52,NA,NA,NA,2802.5,NA,NA
2457272,52,2,NA,NA,NA,NA,NA
2457274.75,54.75,1.56666666666667,NA,NA,NA,NA,NA
2457283.25,63.25,NA,NA,NA,3218.9,NA,NA
2457283.5,63.5,1.1,NA,NA,4084.3,NA,NA
2457284.25,64.25,1.9,19,169,4589.2,NA,NA
2457286.5,66.5,2.4,20.3,280.7,NA,NA,NA
2457287.5,67.5,NA,19.85,246.25,4015.6,NA,NA
2457294,74,1.7,NA,NA,6187.5,NA,NA
2457295.25,75.25,NA,NA,NA,6078.45,NA,NA
2457296,76,1.76666666666667,19.3,205.7,NA,NA,NA
2457297.75,77.75,NA,NA,NA,NA,NA,NA
2457300.5,80.5,NA,20.5,282.333333333333,4450,NA,NA
2457305,85,0.8,NA,NA,8195.03333333333,NA,NA
2457307.5,87.5,2.33333333333333,NA,NA,5550,NA,NA
2457315,95,1.5,NA,NA,7485.66666666667,NA,NA
2457315,95.25,1.66666666666667,NA,NA,NA,1515.5,7341
2457315,96,NA,NA,NA,NA,1883.36666666667,9866.93333333333
