"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456863,27,0.11,7.4375,12.6725,67.5875,NA,NA
2456877,41,0.6875,12.4375,28.045,446.7025,NA,NA
2456891,55,2.28,17,73.4075,1301.7525,NA,NA
2456905,69,2.175,17.625,141.535,8569.65666666667,NA,NA
2456932.5,96.5,2.18,NA,NA,4814.24,NA,NA
2456963.25,127.25,NA,NA,NA,11756.29,1450.66666666667,14107.6666666667
