"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456906,30,NA,NA,NA,174.3,NA,NA
2456906,30,NA,8.575,14.525,NA,NA,NA
2456906,30,NA,NA,NA,NA,NA,NA
2456912,36,NA,10.825,23.025,NA,NA,NA
2456912,36,NA,NA,NA,NA,NA,NA
2456913,37,NA,NA,NA,502.833333333333,NA,NA
2456919,43,NA,13.575,49.7,NA,NA,NA
2456919,43,NA,NA,NA,NA,NA,NA
2456920,44,NA,NA,NA,815.625,NA,NA
2456925,49,NA,16,88.225,NA,NA,NA
2456925,49,NA,NA,NA,NA,NA,NA
2456926,50,NA,NA,NA,1480.2,NA,NA
2456931,55,NA,NA,NA,2649.475,NA,NA
2456931,55,NA,18.025,156.6,NA,NA,NA
2456931,55,NA,NA,NA,NA,NA,NA
2456940,64,NA,NA,NA,NA,NA,NA
2456941,65,NA,NA,NA,3836,NA,NA
2456941,65,NA,18.25,182.7,NA,NA,NA
2456941,65,NA,NA,NA,NA,NA,NA
2456948,72,NA,NA,NA,NA,NA,NA
2456950,74,NA,NA,NA,NA,NA,NA
2456951,75,NA,NA,NA,6352.225,NA,NA
2456951,75,NA,18.325,205.375,NA,NA,NA
2456960,84,NA,NA,NA,NA,NA,NA
2456972,96,NA,NA,NA,11174.75,NA,NA
2456972,96,NA,NA,NA,NA,NA,NA
2456972,96,NA,NA,NA,NA,1806,9557.75
