"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456881,38,0.6775,9.0625,22.8525,459.3625,NA,NA
2456895,52,2.0625,14.75,120.2075,2958.4175,NA,NA
2456909,66,2.905,18,224.416666666667,7051.1475,NA,NA
2456923,80,3.0225,18.3125,317.4375,11474.0975,NA,NA
2456930,87,2.41,NA,NA,6849.5075,NA,NA
2456937,94,NA,NA,NA,10001.3025,NA,NA
2456968,118.5,NA,NA,NA,NA,2488.5,20091
