"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456895,31,0.1375,6.25,11.5725,107.1925,NA,NA
2456909,45,1.1025,10.125,33.2375,1290.1375,NA,NA
2456923,59,1.33,13.375,66.415,1686.4875,NA,NA
2456937,73,2.06,14.875,120.5625,4574.0225,NA,NA
2456978.75,114.75,NA,NA,NA,NA,1154.5,7107.25
