"","sowing","profracini","mulch","plantsperhill","bundheight","lifesavingdrainage","plotdrainagedaf","irrigauto","irrigautotarget","transplanting","durationnursery","densitynursery","densityfield","coefftransplantingshock","irrigautostop","irrigautoresume","ftswirrig","transplantingdepth","wsalt","wslat","wslong","stockinisurf","stockiniprof","epaisseursurf","epaisseurprof","tankminirrig","tankmaxirrig","tankcapacity","volrelmacropores","ca","nblayer","p0","ru","depthsoil","seuilruiss","pourcruiss","humcr","humpf","humfc","humsat","pevap","percolationmax","endingdate","startingdate","kpar"
"1",2456491,50,100,1,0,1,99,0,0.5,0,20,4e+07,62500,0.5,0,0,0,0,20,14.7,-16.46,10,100,100,2000,0,0,0,10,400,0,0,100,0,30,30,0.16,0.04,0.14,0.19,0.2,5,1725598,1723589,0.5
