"X","sowing","profracini","mulch","plantsperhill","bundheight","lifesavingdrainage","plotdrainagedaf","irrigauto","irrigautotarget","transplanting","durationnursery","densitynursery","densityfield","coefftransplantingshock","irrigautostop","irrigautoresume","ftswirrig","transplantingdepth","wsalt","wslat","wslong","stockinisurf","stockiniprof","epaisseursurf","epaisseurprof","tankminirrig","tankmaxirrig","tankcapacity","volrelmacropores","ca","nblayer","p0","ru","depthsoil","seuilruiss","pourcruiss","humcr","humpf","humfc","humsat","pevap","percolationmax","endingdate","startingdate","kpar"
1,2456483,50,100,1,0,1,99,0,0.5,0,20,4e+06,62500,0.5,0,0,0,0,NA,12.52,-8.07,10,100,100,2000,0,0,0,10,400,0,0,120,0,10,30,0.19,0.05,0.17,0.28,0.2,5,2456633,2456445,0.5
