"","wscode","weatherdate","tmin","tmax","tmoy","rhmin","rhmax","rhmoy","rainfall","windtot","radiation","sunshine","eto"
"1",3,2014-05-31,27.5,39.7,33.6,29,88,58.5,17,0.96,23.53,NA,-999
"2",3,2014-06-01,21.8,34.4,28.1,52.5,89.5,71,0,0.8,16.23,NA,-999
"3",3,2014-06-02,22.6,36.3,29.45,43.5,94,68.75,5,0.98,16.19,NA,-999
"4",3,2014-06-03,24.3,37.3,30.8,37,92,64.5,0,0.83,24.14,NA,-999
"5",3,2014-06-04,24.8,38.2,31.5,34.5,80.5,57.5,0,0.72,23.32,NA,-999
"6",3,2014-06-05,26.3,37.4,31.85,37.5,79.5,58.5,0,0.8,22.67,NA,-999
"7",3,2014-06-06,24.9,39.4,32.15,32.5,86,59.25,0.5,0.78,23.3,NA,-999
"8",3,2014-06-07,25.8,38.8,32.3,35,85,60,0,0.8,23.45,NA,-999
"9",3,2014-06-08,26.7,39.5,33.1,36,83.5,59.75,0.5,0.81,24.26,NA,-999
"10",3,2014-06-09,26.8,39.5,33.15,26,76.5,51.25,0,1.26,22.06,NA,-999
"11",3,2014-06-10,27.9,37.7,32.8,39,71.5,55.25,0,1.03,21.09,NA,-999
"12",3,2014-06-11,28,38,33,35,76,55.5,4.5,1.04,22.12,NA,-999
"13",3,2014-06-12,21.6,38.4,30,28.5,94,61.25,0,1.19,24.16,NA,-999
"14",3,2014-06-13,25.4,38.7,32.05,26.5,86,56.25,0,0.64,24.99,NA,-999
"15",3,2014-06-14,28.4,39.4,33.9,30,69.5,49.75,0,0.91,23.71,NA,-999
"16",3,2014-06-15,27.4,39.8,33.6,23.5,74,48.75,0,1.13,23.86,NA,-999
"17",3,2014-06-16,25.5,39.9,32.7,20.5,82.5,51.5,0,0.87,25.06,NA,-999
"18",3,2014-06-17,26.2,40.6,33.4,25,75,50,0,0.8,24.04,NA,-999
"19",3,2014-06-18,28,39.8,33.9,30.5,65,47.75,3.5,1.04,24.19,NA,-999
"20",3,2014-06-19,25.4,40.4,32.9,20.5,82,51.25,0,1.06,21.38,NA,-999
"21",3,2014-06-20,26.7,40.9,33.8,28,71.5,49.75,0,0.82,24.45,NA,-999
"22",3,2014-06-21,28.2,40.5,34.35,30.5,73.5,52,0,1.31,23.37,NA,-999
"23",3,2014-06-22,26.3,39.4,32.85,26,71.5,48.75,0,1.79,18.72,NA,-999
"24",3,2014-06-23,24.6,40.2,32.4,28,83,55.5,0,0.83,24.5,NA,-999
"25",3,2014-06-24,27.3,39.8,33.55,29.5,73,51.25,0,0.93,20.94,NA,-999
"26",3,2014-06-25,28.9,40.5,34.7,26.5,66,46.25,0,1.6,22.16,NA,-999
"27",3,2014-06-26,27.3,39,33.15,31.5,72.5,52,0,1.64,21.57,NA,-999
"28",3,2014-06-27,27.8,39.8,33.8,28.5,71.5,50,0,1.6,22.31,NA,-999
"29",3,2014-06-28,26.5,39.6,33.05,22,68.5,45.25,0,1.3,21.71,NA,-999
"30",3,2014-06-29,25.3,40.3,32.8,26,73,49.5,39.5,1.22,23.84,NA,-999
"31",3,2014-06-30,21.3,36.8,29.05,42.5,97.5,70,2.5,0.9,21.47,NA,-999
"32",3,2014-07-01,21.1,32.6,26.85,48,96.5,72.25,28,1.22,14.5,NA,-999
"33",3,2014-07-02,26.2,33.2,29.7,58.5,93,75.75,2.5,0.94,15.82,NA,-999
"34",3,2014-07-03,23.5,34.8,29.15,47.5,93.5,70.5,4,0.78,23.38,NA,-999
"35",3,2014-07-04,23.8,33.9,28.85,55.5,95.5,75.5,2,0.51,15.11,NA,-999
"36",3,2014-07-05,25.4,36.8,31.1,47.5,94.5,71,0,0.83,23.4,NA,-999
"37",3,2014-07-06,27.3,37.6,32.45,41.5,88.5,65,0,1.15,24.82,NA,-999
"38",3,2014-07-07,26.8,35.3,31.05,45,80,62.5,0,1.59,18.59,NA,-999
"39",3,2014-07-08,25.9,36.4,31.15,43,82.5,62.75,0,1.03,21.03,NA,-999
"40",3,2014-07-09,25.6,36.85,31.225,40.5,85.5,63,0,0.93,22.49,NA,-999
"41",3,2014-07-10,25.3,37.3,31.3,38,88.5,63.25,0,0.82,23.95,NA,-999
"42",3,2014-07-11,27,38,32.5,37.5,80,58.75,0,1.25,21.82,NA,-999
"43",3,2014-07-12,27,39.4,33.2,30,77.5,53.75,0,1.03,24.49,NA,-999
"44",3,2014-07-13,27.5,36.9,32.2,42.5,79,60.75,0,1.24,17.23,NA,-999
"45",3,2014-07-14,27.8,34.6,31.2,52.5,78,65.25,0,1.27,14,NA,-999
"46",3,2014-07-15,26.8,37.5,32.15,42,80.5,61.25,0,1.11,18.82,NA,-999
"47",3,2014-07-16,26.7,37.9,32.3,40.5,83.5,62,34,1.45,21.58,NA,-999
"48",3,2014-07-17,21.4,32.1,26.75,66.5,97,81.75,0,1.04,15.86,NA,-999
"49",3,2014-07-18,25.1,33.6,29.35,50.5,91,70.75,0,0.91,23.43,NA,-999
"50",3,2014-07-19,24.6,35.1,29.85,49,97.5,73.25,27,0.84,24.81,NA,-999
"51",3,2014-07-20,21.8,33.1,27.45,61.5,98.5,80,0,0.61,17.79,NA,-999
"52",3,2014-07-21,25,34.1,29.55,53,94.5,73.75,0,0.81,24.5,NA,-999
"53",3,2014-07-22,26.4,35.2,30.8,48.5,82,65.25,0,0.93,22.46,NA,-999
"54",3,2014-07-23,25.5,34.6,30.05,52.5,93,72.75,0,0.74,17.8,NA,-999
"55",3,2014-07-24,24.2,34.4,29.3,53,92.5,72.75,0,0.73,19.65,NA,-999
"56",3,2014-07-25,25.7,36.5,31.1,45,86.5,65.75,0,0.79,23.84,NA,-999
"57",3,2014-07-26,26.7,35.2,30.95,51,87,69,0,1,19.16,NA,-999
"58",3,2014-07-27,25.1,39.5,32.3,30,89,59.5,0,0.87,25.04,NA,-999
"59",3,2014-07-28,25.9,39.1,32.5,37,87.5,62.25,0,0.82,24.87,NA,-999
"60",3,2014-07-29,26.5,36.4,31.45,47.5,82.5,65,0,1.01,21.97,NA,-999
"61",3,2014-07-30,20.8,29.9,25.35,66,97,81.5,23,0.69,9.44,NA,-999
"62",3,2014-07-31,24.3,35.5,29.9,51,96.5,73.75,0,0.41,25.6,NA,-999
"63",3,2014-08-01,24.2,34.7,29.45,54.5,95,74.75,0,0.72,21.92,NA,-999
