"","wscode","weatherdate","tmin","tmax","tmoy","rhmin","rhmax","rhmoy","rainfall","windtot","radiation","sunshine","eto"
"1",4,2015-05-31,28.3,41.5,34.9,20.5,64,38,0,1.8865740741,20.71,7.4644350805,7.0472712768
"2",4,2015-06-01,28.4,41.3,34.85,21,65,39,0,1.5972222222,20.15,7.0969161133,6.5127526692
"3",4,2015-06-02,29.4,49.2,39.3,24,57,45,0,1.9907407407,15.7,4.1252310415,7.3529750378
"4",4,2015-06-03,28.5,39.9,34.2,19,61.5,38.5,13,1.6087962963,22.15,8.4493520749,6.7283816865
"5",4,2015-06-04,26.7,40.3,33.5,16,64,35.5,0,1.5277777778,25.37,10.614260988,7.0648425556
"6",4,2015-06-05,25.8,39.4,32.6,22,54.5,36,0,1.6435185185,24.87,10.287128006,7.0322992777
"7",4,2015-06-06,26.5,39.1,32.8,23.5,53,34,0,1.4467592593,24.32,9.9257544605,6.6607303762
"8",4,2015-06-07,27.4,42.1,34.75,12,47.5,26.5,0,1.8981481481,24.06,9.7583404957,7.8102417945
"9",4,2015-06-08,27.9,41.7,34.8,19.5,40.5,28.5,0,1.087962963,22.4,8.6501065946,6.1204382443
"10",4,2015-06-09,27.2,40.7,33.95,25.5,70.5,44.5,0,1.4814814815,22.82,8.9381880744,6.5733668611
"11",4,2015-06-10,24.8,38,31.4,34.5,83,57.5,2,1.2615740741,23.27,9.2464048339,5.907789743
"12",4,2015-06-11,24.9,36.6,30.75,33,95.5,60.5,0,1.3310185185,17.83,5.5929148909,4.9336291159
"13",4,2015-06-12,28.1,40.4,34.25,24.5,71.5,45,0,0.83333333333,23.16,9.1830377851,5.7581261176
"14",4,2015-06-13,28.3,39.7,34,27,65.5,43,0,1.9791666667,19.36,6.629892584,6.6158296515
"15",4,2015-06-14,27.4,39.9,33.65,22,65.5,44.5,0,1.724537037,19.66,6.8354467517,6.4358453962
"16",4,2015-06-15,28.4,37.4,32.9,35,72,51,6,1.3773148148,17.08,5.1009180233,5.1524381575
"17",4,2015-06-16,21.2,36,28.6,42.5,99,64.5,4,1.5393518519,19.54,6.7609648445,5.0640727614
"18",4,2015-06-17,26.7,38.1,32.4,35.5,82.5,58.5,0,1.8402777778,21.38,8.0037657142,6.2015739481
"19",4,2015-06-18,27.3,40.2,33.75,26.5,67,44.5,0,1.7592592593,22.44,8.7210226683,6.8266339445
"20",4,2015-06-19,26.8,38.8,32.8,30.5,74.5,50.5,0,1.8865740741,22.67,8.8786026599,6.7028787307
"21",4,2015-06-20,27,38.8,32.9,32.5,75.5,53,0,1.8287037037,21.99,8.4222254274,6.4968454431
"22",4,2015-06-21,25.5,39,32.25,34,78,57,0.5,1.1574074074,23.92,9.7255880095,6.0394761351
"23",4,2015-06-22,27.5,39.9,33.7,29,69,47.5,0,2.1180555556,24.53,10.138519759,7.4679634225
"24",4,2015-06-23,25.7,39.1,32.4,26.5,70,47,0,1.8865740741,20.87,7.6709314927,6.5713851527
"25",4,2015-06-24,26.4,39.5,32.95,27,70.5,51,0,1.1458333333,23.37,9.3579073514,6.0710385732
"26",4,2015-06-25,28.3,38.6,33.45,34.5,70.5,54.5,0,2.1296296296,20.41,7.3616377939,6.5825383572
