"","wscode","weatherdate","tmin","tmax","tmoy","rhmin","rhmax","rhmoy","rainfall","windtot","radiation","sunshine","eto"
"1",4,2014-05-31,27.5,39.7,33.6,29,88,51.5,17,0.960648148148148,23.53,9.34919661443944,5.90445106857845
"2",4,2014-06-01,21.8,34.4,28.1,52.5,89.5,75,0,0.798611111111111,16.23,4.47513110399355,3.85955054936979
"3",4,2014-06-02,22.6,36.3,29.45,43.5,94,77.5,5,0.983796296296296,16.19,4.4531763064456,4.19081602131294
"4",4,2014-06-03,24.3,37.3,30.8,37,92,68.5,0,0.833333333333333,24.14,9.7820838600094,5.53760955256334
"5",4,2014-06-04,24.8,38.2,31.5,34.5,80.5,59,0,0.717592592592593,23.32,9.24047961866561,5.38096698812503
"6",4,2014-06-05,26.3,37.4,31.85,37.5,79.5,61,0,0.798611111111111,22.67,8.81193175794982,5.35718638837022
"7",4,2014-06-06,24.9,39.4,32.15,32.5,86,60,0.5,0.775462962962963,23.3,9.24140247802966,5.53450480463272
"8",4,2014-06-07,25.8,38.8,32.3,35,85,62.5,0,0.798611111111111,23.45,9.34884423340729,5.57164681250615
"9",4,2014-06-08,26.7,39.5,33.1,36,83.5,62,0.5,0.810185185185185,24.26,9.89939283819221,5.8135185924182
"10",4,2014-06-09,26.8,39.5,33.15,26,76.5,51.5,0,1.26157407407407,22.06,8.42747222194773,6.01897889016393
"11",4,2014-06-10,27.9,37.7,32.8,39,71.5,55.5,0,1.03009259259259,21.09,7.78076760266756,5.41673134849338
"12",4,2014-06-11,28,38,33,35,76,57,4.5,1.04166666666667,22.12,8.47839951812123,5.63327773679669
"13",4,2014-06-12,21.6,38.4,30,28.5,94,61.5,0,1.19212962962963,24.16,9.85592133848144,5.9349772666219
"14",4,2014-06-13,25.4,38.7,32.05,26.5,86,55,0,0.636574074074074,24.99,10.4196679568498,5.59870870445968
"15",4,2014-06-14,28.4,39.4,33.9,30,69.5,49,0,0.914351851851852,23.71,9.56261391663027,5.89412102262881
"16",4,2014-06-15,27.4,39.8,33.6,23.5,74,48,0,1.13425925925926,23.86,9.66784845531204,6.19933332390091
