startingdate;endingdate;sowing;kpar;lifesavingdrainage;mulch;plantsperhill;plotdrainagedaf;pourcruiss;profracini;transplanting;transplantingdepth;wsalt;wslat;wslong;bundheight;coefftransplantingshock;densityfield;densitynursery;durationnursery;ftswirrig;irrigauto;irrigautoresume;irrigautostop;irrigautotarget
2456810;2456998;2456819;0.5;1;100;1;99;30;50;0;0;200;11.38;-4.38;0;0.5;62500;4000000;20;0;0;0;0;0.5
