stockinisurf;stockiniprof;epaisseursurf;epaisseurprof;humpf;humsat;humfc;ca;seuilruiss;pourcruiss;pevap;percolationmax
10;100;100;2000;0.05;0.28;0.18;400;15;30;0.2;5
