"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456906,30,NA,NA,NA,90.3,NA,NA
2456906,30,NA,7.15,9.6,NA,NA,NA
2456906,30,NA,NA,NA,NA,NA,NA
2456912,36,NA,8.75,11.175,NA,NA,NA
2456912,36,NA,NA,NA,NA,NA,NA
2456913,37,NA,NA,NA,203.475,NA,NA
2456919,43,NA,11.575,18.125,NA,NA,NA
2456919,43,NA,NA,NA,NA,NA,NA
2456920,44,NA,NA,NA,440.6,NA,NA
2456925,49,NA,13.575,25.5,NA,NA,NA
2456925,49,NA,NA,NA,NA,NA,NA
2456926,50,NA,NA,NA,819.3,NA,NA
2456931,55,NA,NA,NA,2066.6,NA,NA
2456931,55,NA,15.9,38.075,NA,NA,NA
2456931,55,NA,NA,NA,NA,NA,NA
2456941,65,NA,NA,NA,3185.5,NA,NA
2456941,65,NA,19.575,65.425,NA,NA,NA
2456941,65,NA,NA,NA,NA,NA,NA
2456946,70,NA,NA,NA,NA,NA,NA
2456948,72,NA,NA,NA,NA,NA,NA
2456949,73,NA,NA,NA,4266.6,NA,NA
2456949,73,NA,19.65,104.675,NA,NA,NA
2456956,80,NA,NA,NA,NA,NA,NA
2456960,84,NA,NA,NA,5537.325,NA,NA
2456960,84,NA,19.95,103.325,NA,NA,NA
2456960,84,NA,NA,NA,NA,NA,NA
2456979,103,NA,NA,NA,8393.675,NA,NA
2456979,103,NA,NA,NA,NA,NA,NA
2456979,103,NA,NA,NA,NA,441.25,6946.75
