"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457266,27,0.0905625,7.25,14.32,NA,NA,NA
2457280,41,0.507693,11.375,23.125,NA,NA,NA
2457294,55,1.047028,15.8125,50.4375,NA,NA,NA
2457308,69,1.6281585,18.3125,117.3125,NA,NA,NA
2457321,82,1.4036145,NA,NA,NA,NA,NA
2457347,108,NA,NA,NA,NA,1175.5,4623.75
