"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456895,31,0.05,6.6875,10.415,112.745,NA,NA
2456909,45,0.7275,10.75,36.42,574.56,NA,NA
2456923,59,1.0275,14.3125,84.6,1444.055,NA,NA
2456937,73,1.73,15.75,166.6,6521.83,NA,NA
2456987,123,NA,NA,NA,NA,2017,17754.6666666667
