"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456888,32,NA,NA,NA,NA,NA,NA
2456890,34,NA,NA,NA,483.1,NA,NA
2456890,34,NA,11.5,20.775,NA,NA,NA
2456895,39,NA,NA,NA,NA,NA,NA
2456896,40,NA,14.65,31.45,NA,NA,NA
2456897,41,NA,NA,NA,1215.95,NA,NA
2456902,46,NA,16.25,38.125,NA,NA,NA
2456903,47,NA,NA,NA,NA,NA,NA
2456904,48,NA,NA,NA,1656.325,NA,NA
2456909,53,NA,18.75,55.425,NA,NA,NA
2456910,54,NA,NA,NA,NA,NA,NA
2456911,55,NA,NA,NA,3094.525,NA,NA
2456916,60,NA,21.075,74.55,NA,NA,NA
2456916,60,NA,NA,NA,NA,NA,NA
2456917,61,NA,NA,NA,4699.95,NA,NA
2456923,67,NA,24.6,94.575,NA,NA,NA
2456923,67,NA,NA,NA,NA,NA,NA
2456924,68,NA,NA,NA,5827.15,NA,NA
2456930,74,NA,NA,NA,7310.675,NA,NA
2456930,74,NA,26.65,118.625,NA,NA,NA
2456930,74,NA,NA,NA,NA,NA,NA
2456938,82,NA,NA,NA,NA,NA,NA
2456940,84,NA,NA,NA,8559.8,NA,NA
2456940,84,NA,27.325,129,NA,NA,NA
2456940,84,NA,NA,NA,NA,NA,NA
2456947,91,NA,NA,NA,NA,NA,NA
2456948,92,NA,NA,NA,NA,NA,NA
2456950,94,NA,NA,NA,9284.275,NA,NA
2456950,94,NA,27,155.65,NA,NA,NA
2456958,102,NA,NA,NA,NA,NA,NA
2456962,106,NA,NA,NA,11783.175,NA,NA
2456962,106,NA,NA,NA,NA,NA,NA
2456962,106,NA,NA,NA,NA,1676.5,11144.75
