"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456888,32,NA,NA,NA,NA,NA,NA
2456890,34,NA,NA,NA,NA,NA,NA
2456890,34,NA,12.525,34.7,NA,NA,NA
2456895,39,NA,NA,NA,NA,NA,NA
2456896,40,NA,15.4,79.225,NA,NA,NA
2456897,41,NA,NA,NA,1065.45,NA,NA
2456902,46,NA,17.825,114.325,NA,NA,NA
2456903,47,NA,NA,NA,NA,NA,NA
2456904,48,NA,NA,NA,2711.425,NA,NA
2456909,53,NA,19.5,176.3,NA,NA,NA
2456910,54,NA,NA,NA,NA,NA,NA
2456911,55,NA,NA,NA,4208.975,NA,NA
2456916,60,NA,19.325,252.05,NA,NA,NA
2456916,60,NA,NA,NA,NA,NA,NA
2456917,61,NA,NA,NA,6744.35,NA,NA
2456917,61,NA,NA,NA,NA,NA,NA
2456923,67,NA,NA,NA,NA,NA,NA
2456924,68,NA,NA,NA,7638.325,NA,NA
2456924,68,NA,19.85,270.15,NA,NA,NA
2456927,71,NA,NA,NA,NA,NA,NA
2456930,74,NA,NA,NA,NA,NA,NA
2456934,78,NA,NA,NA,9454.75,NA,NA
2456934,78,NA,20,255.433333333333,NA,NA,NA
2456940,84,NA,NA,NA,NA,NA,NA
2456947,91,NA,NA,NA,NA,NA,NA
2456950,94,NA,NA,NA,9791.825,NA,NA
2456950,94,NA,NA,NA,NA,NA,NA
2456958,102,NA,NA,NA,NA,NA,NA
2456950,94,NA,NA,NA,NA,1939,11549.75
