"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456483,25,0.6175,9.0625,80.25,410,NA,NA
2456493,35,1.77,11.9375,132.8125,2433.3325,NA,NA
2456503,45,2.5525,14.5625,183.8125,4380,NA,NA
2456517,59,3.7675,17.4375,241.875,15966.6675,NA,NA
2456527,69,3.9425,21,259.0625,16906.6675,NA,NA
2456538,80,NA,21.1875,286.9375,16586.6633333333,NA,NA
2456566,108,NA,NA,NA,NA,2870.5,25499.75
