"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457616,21,NA,9.45,12.55,NA,NA,NA
2457619,24,NA,NA,NA,137.5025,NA,NA
2457619,24,0.5,NA,NA,NA,NA,NA
2457633,38,NA,16.45,58.175,NA,NA,NA
2457640,45,NA,NA,NA,2181.445,NA,NA
2457640,45,1.85,NA,NA,NA,NA,NA
2457657,64,NA,20.15,304.225,NA,NA,NA
2457661,66,NA,NA,NA,9925.615,NA,NA
2457661,66,3.15,NA,NA,NA,NA,NA
2457673,78,NA,NA,NA,10866.39,NA,NA
2457673,78,2.95,NA,NA,NA,NA,NA
2457682,87,NA,NA,NA,NA,2344.5,10255.25
