"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456510,25,1.6675,9.9375,73.1875,539.9975,NA,NA
2456520,35,1.825,12.4375,123.5,1426.6675,NA,NA
2456530,45,1.8475,16.1875,201.625,5086.6675,NA,NA
2456545,62,1.865,20.125,274.5625,7326.665,NA,NA
2456559,76,2.5775,21.75,315.875,10306.6675,NA,NA
2456573,90,NA,21.9375,384.0625,12493.3325,NA,NA
2456593,108,NA,NA,NA,NA,1940.25,12498
