"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456896,35,1.005,7.5,34.4375,168.5025,NA,NA
2456911,50,1.9275,12.125,85,591.775,NA,NA
2456926,65,3.165,15.8125,125.875,5344.1125,NA,NA
2456941,80,3.005,17.9375,188.4375,4239.59,NA,NA
2456956,95,3.0725,18.0625,206.0625,6596.78,NA,NA
2456970,109,NA,NA,NA,NA,2929.5,12603
