"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456895,31,0.0475,5.8125,9.495,67.6425,NA,NA
2456909,45,0.455,9.0625,22.64,673.275,NA,NA
2456923,59,0.77,12.4375,41.1075,1071.7675,NA,NA
2456937,73,1.77,14.6666666666667,73.5833333333333,4017.8,NA,NA
2456957,93,1.84,28,NA,9389.24,1076,8647
2456989,125,NA,NA,NA,NA,911.333333333333,7255
