"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456847,28,1.0475,9.5625,13.79,253.325,NA,NA
2456860,41,0.785,14.625,49.71,943.3725,NA,NA
2456874,55,2.02,18.2925,146.8525,1449.03,NA,NA
2456888,69,2.885,22.375,243.59,6464.7775,NA,NA
2456902,83,2.1175,26.77,321.8875,10010.5125,NA,NA
2456916,97,2.74,26.895,441.395,10636.745,NA,NA
2456920,101,1.9125,NA,NA,17456.43,NA,NA
2456958,139,NA,NA,NA,NA,1674,26087
